season,team,gsis_id,pff_id,pfr_id,fbdb_id,full_name,first_name,last_name,position_nfl_team,position_pff,height,weight,college,birth_date,draft_yr,draft_type,draft_rnd,draft_pick,draft_team,week1_age
2017,JAX,00-0029568,7647,JackMa02,malik-jackson-jacksma07,Malik Jackson,Malik,Jackson,DT,DI,77,290,Tennessee,1990-01-11,2012,Standard,5,137,DEN,27.6632443531828
2016,JAX,00-0029568,7647,JackMa02,malik-jackson-jacksma07,Malik Jackson,Malik,Jackson,DT,DI,77,300,Tennessee,1990-01-11,2012,Standard,5,137,DEN,26.6666666666667
2015,DEN,00-0029568,7647,JackMa02,malik-jackson-jacksma07,Malik Jackson,Malik,Jackson,DE,DI,77,293,Tennessee,1990-01-11,2012,Standard,5,137,DEN,25.6700889801506
2014,DEN,00-0029568,7647,JackMa02,malik-jackson-jacksma07,Malik Jackson,Malik,Jackson,DT,ED,77,293,Tennessee,1990-01-11,2012,Standard,5,137,DEN,24.6543463381246
2013,DEN,00-0029568,7647,JackMa02,malik-jackson-jacksma07,Malik Jackson,Malik,Jackson,DE,DI,77,293,Tennessee,1990-01-11,2012,Standard,5,137,DEN,23.6577686516085
2018,CIN,00-0034835,50884,JeffMa00,malik-jefferson-jeffema01,Malik Jefferson,Malik,Jefferson,LB,LB,74,241,Texas,1996-11-15,2018,Standard,3,78,CIN,21.8151950718686
2021,CLE,00-0034019,11790,McDoMa00,malik-mcdowell-mcdowma01,Malik McDowell,Malik,McDowell,DT,DI,78,295,Michigan State,1996-06-20,2017,Standard,2,35,SEA,25.2292950034223
2021,DEN,00-0034954,48567,ReedMa01,malik-reed-reedma05,Malik Reed,Malik,Reed,LB,ED,74,235,Nevada,1996-08-05,2019,Undrafted,NA,NA,DEN,25.1033538672142
2020,DEN,00-0034954,48567,ReedMa01,malik-reed-reedma05,Malik Reed,Malik,Reed,LB,ED,74,235,Nevada,1996-08-05,2019,Undrafted,NA,NA,DEN,24.1067761806982
2019,DEN,00-0034954,48567,ReedMa01,malik-reed-reedma05,Malik Reed,Malik,Reed,LB,ED,74,235,Nevada,1996-08-05,2019,Undrafted,NA,NA,DEN,23.0910335386721
2021,GB,00-0035480,94375,TaylMa01,malik-taylor-tayloma03,Malik Taylor,Malik,Taylor,WR,WR,73,220,Ferris State,1995-12-21,2019,Undrafted,NA,NA,TB,25.7275838466804
2020,GB,00-0035480,94375,TaylMa01,malik-taylor-tayloma03,Malik Taylor,Malik,Taylor,WR,WR,74,216,Ferris State,1995-12-21,2019,Undrafted,NA,NA,TB,24.7310061601643
2021,DAL,00-0034867,48078,TurnMa00,malik-turner-turnema04,Malik Turner,Malik,Turner,WR,WR,74,200,Illinois,1996-01-30,2018,Undrafted,NA,NA,SEA,25.6180698151951
2019,SEA,00-0034867,48078,TurnMa00,malik-turner-turnema04,Malik Turner,Malik,Turner,WR,WR,74,202,Illinois,1996-01-30,2018,Undrafted,NA,NA,SEA,23.605749486653
2015,ATL,00-0030424,7909,GoodMa01,malliciah-goodman-goodmma01,Malliciah Goodman,Malliciah,Goodman,DE,ED,76,276,Clemson,1990-01-04,2013,Standard,4,127,ATL,25.6892539356605
2014,ATL,00-0030424,7909,GoodMa01,malliciah-goodman-goodmma01,Malliciah Goodman,Malliciah,Goodman,DE,ED,76,276,Clemson,1990-01-04,2013,Standard,4,127,ATL,24.6735112936345
2013,ATL,00-0030424,7909,GoodMa01,malliciah-goodman-goodmma01,Malliciah Goodman,Malliciah,Goodman,DE,ED,76,276,Clemson,1990-01-04,2013,Standard,4,127,ATL,23.6769336071184
2015,BUF,00-0024237,2967,LawsMa20,manny-lawson-lawsoma01,Manny Lawson,Manny,Lawson,OLB,LB,77,240,North Carolina State,1984-07-03,2006,Standard,1,22,SF,31.1950718685832
2014,BUF,00-0024237,2967,LawsMa20,manny-lawson-lawsoma01,Manny Lawson,Manny,Lawson,DE,ED,77,240,North Carolina State,1984-07-03,2006,Standard,1,22,SF,30.1793292265572
2013,BUF,00-0024237,2967,LawsMa20,manny-lawson-lawsoma01,Manny Lawson,Manny,Lawson,OLB,ED,77,240,North Carolina State,1984-07-03,2006,Standard,1,22,SF,29.1827515400411
2018,NO,00-0030278,7819,TeoxMa00,manti-teo-teoma01,Manti Te'o,Manti,Te'o,MLB,LB,73,241,Notre Dame,1991-01-26,2013,Standard,2,38,LAC,27.6194387405886
2017,NO,00-0030278,7819,TeoxMa00,manti-teo-teoma01,Manti Te'o,Manti,Te'o,MLB,LB,73,241,Notre Dame,1991-01-26,2013,Standard,2,38,LAC,26.6228610540726
2016,LAC,00-0030278,7819,TeoxMa00,manti-teo-teoma01,Manti Te'o,Manti,Te'o,ILB,LB,73,241,Notre Dame,1991-01-26,2013,Standard,2,38,LAC,25.6262833675565
2015,LAC,00-0030278,7819,TeoxMa00,manti-teo-teoma01,Manti Te'o,Manti,Te'o,ILB,LB,73,241,Notre Dame,1991-01-26,2013,Standard,2,38,LAC,24.6297056810404
2014,LAC,00-0030278,7819,TeoxMa00,manti-teo-teoma01,Manti Te'o,Manti,Te'o,ILB,LB,73,241,Notre Dame,1991-01-26,2013,Standard,2,38,LAC,23.6139630390144
2013,LAC,00-0030278,7819,TeoxMa00,manti-teo-teoma01,Manti Te'o,Manti,Te'o,ILB,LB,73,241,Notre Dame,1991-01-26,2013,Standard,2,38,LAC,22.6173853524983
2015,DET,00-0025504,3733,RamiMa20,manuel-ramirez-ramirma01,Manny Ramirez,Manny,Ramirez,G,G,75,325,Texas Tech,1983-02-19,2007,Standard,4,117,DET,32.5639972621492
2014,DEN,00-0025504,3733,RamiMa20,manuel-ramirez-ramirma01,Manny Ramirez,Manny,Ramirez,G,C,75,320,Texas Tech,1983-02-19,2007,Standard,4,117,DET,31.5482546201232
2013,DEN,00-0025504,3733,RamiMa20,manuel-ramirez-ramirma01,Manny Ramirez,Manny,Ramirez,C,C,75,320,Texas Tech,1983-02-19,2007,Standard,4,117,DET,30.5516769336071
2015,CHI,00-0027816,5745,MariMa00,marc-mariani-mariama01,Marc Mariani,Marc,Mariani,WR,WR,73,187,Montana,1987-05-02,2010,Standard,7,222,TEN,28.3668720054757
2021,GB,00-0024243,2973,LewiMa00,marcedes-lewis-lewisma04,Marcedes Lewis,Marcedes,Lewis,TE,TE,78,267,UCLA,1984-05-19,2006,Standard,1,28,JAX,37.3169062286105
2020,GB,00-0024243,2973,LewiMa00,marcedes-lewis-lewisma04,Marcedes Lewis,Marcedes,Lewis,TE,TE,78,267,UCLA,1984-05-19,2006,Standard,1,28,JAX,36.3203285420945
2019,GB,00-0024243,2973,LewiMa00,marcedes-lewis-lewisma04,Marcedes Lewis,Marcedes,Lewis,TE,TE,78,267,UCLA,1984-05-19,2006,Standard,1,28,JAX,35.3045859000684
2018,GB,00-0024243,2973,LewiMa00,marcedes-lewis-lewisma04,Marcedes Lewis,Marcedes,Lewis,TE,TE,78,267,UCLA,1984-05-19,2006,Standard,1,28,JAX,34.3080082135524
2017,JAX,00-0024243,2973,LewiMa00,marcedes-lewis-lewisma04,Marcedes Lewis,Marcedes,Lewis,TE,TE,78,267,UCLA,1984-05-19,2006,Standard,1,28,JAX,33.3114305270363
2016,JAX,00-0024243,2973,LewiMa00,marcedes-lewis-lewisma04,Marcedes Lewis,Marcedes,Lewis,TE,TE,78,280,UCLA,1984-05-19,2006,Standard,1,28,JAX,32.3148528405202
2015,JAX,00-0024243,2973,LewiMa00,marcedes-lewis-lewisma04,Marcedes Lewis,Marcedes,Lewis,TE,TE,78,275,UCLA,1984-05-19,2006,Standard,1,28,JAX,31.3182751540041
2014,JAX,00-0024243,2973,LewiMa00,marcedes-lewis-lewisma04,Marcedes Lewis,Marcedes,Lewis,TE,TE,78,272,UCLA,1984-05-19,2006,Standard,1,28,JAX,30.3025325119781
2013,JAX,00-0024243,2973,LewiMa00,marcedes-lewis-lewisma04,Marcedes Lewis,Marcedes,Lewis,TE,TE,78,272,UCLA,1984-05-19,2006,Standard,1,28,JAX,29.305954825462
2014,JAX,00-0030822,8936,JensMa01,marcel-jensen-jensema02,Marcel Jensen,Marcel,Jensen,TE,TE,78,270,Fresno State,1990-02-12,2014,Undrafted,NA,NA,JAX,24.5667351129363
2015,LV,00-0026393,4702,ReecMa00,marcel-reece-reecema01,Marcel Reece,Marcel,Reece,FB,FB,73,250,Washington,1985-06-23,2008,Undrafted,NA,NA,LV,30.2231348391513
2014,LV,00-0026393,4702,ReecMa00,marcel-reece-reecema01,Marcel Reece,Marcel,Reece,FB,FB,73,250,Washington,1985-06-23,2008,Undrafted,NA,NA,LV,29.2073921971253
2013,LV,00-0026393,4702,ReecMa00,marcel-reece-reecema01,Marcel Reece,Marcel,Reece,FB,FB,73,255,Washington,1985-06-23,2008,Undrafted,NA,NA,LV,28.2108145106092
2019,JAX,00-0027941,6155,DareMa00,marcell-dareus-dareuma01,Marcell Dareus,Marcell,Dareus,DT,DI,75,331,Alabama,1990-03-13,2011,Standard,1,3,BUF,29.4893908281999
2018,JAX,00-0027941,6155,DareMa00,marcell-dareus-dareuma01,Marcell Dareus,Marcell,Dareus,DT,DI,75,331,Alabama,1990-03-13,2011,Standard,1,3,BUF,28.4928131416838
2017,BUF,00-0027941,6155,DareMa00,marcell-dareus-dareuma01,Marcell Dareus,Marcell,Dareus,DT,DI,75,331,Alabama,1990-03-13,2011,Standard,1,3,BUF,27.4962354551677
2014,BUF,00-0027941,6155,DareMa00,marcell-dareus-dareuma01,Marcell Dareus,Marcell,Dareus,DT,DI,75,331,Alabama,1990-03-13,2011,Standard,1,3,BUF,24.4873374401095
2013,BUF,00-0027941,6155,DareMa00,marcell-dareus-dareuma01,Marcell Dareus,Marcell,Dareus,DT,DI,75,331,Alabama,1990-03-13,2011,Standard,1,3,BUF,23.4907597535934
2021,SF,00-0034730,51408,HarrMa03,marcell-harris-harrima18,Marcell Harris,Marcell,Harris,LB,LB,72,215,Florida,1994-06-09,2018,Standard,6,184,SF,27.2607802874743
2020,SF,00-0034730,51408,HarrMa03,marcell-harris-harrima18,Marcell Harris,Marcell,Harris,SS,S,72,208,Florida,1994-06-09,2018,Standard,6,184,SF,26.2642026009582
2018,SF,00-0034730,51408,HarrMa03,marcell-harris-harrima18,Marcell Harris,Marcell,Harris,DB,S,72,208,Florida,1994-06-09,2018,Standard,6,184,SF,24.2518822724162
2021,ARI,00-0036884,55592,WilsMa04,marco-wilson-wilsoma09,Marco Wilson,Marco,Wilson,CB,CB,71,187,Florida,1999-03-03,2021,Standard,4,136,ARI,22.5297741273101
2021,PIT,00-0034335,49263,AlleMa03,marcus-allen-allenma07,Marcus Allen,Marcus,Allen,LB,LB,74,215,Penn State,1996-08-07,2018,Standard,5,148,PIT,25.09787816564
2020,PIT,00-0034335,49263,AlleMa03,marcus-allen-allenma07,Marcus Allen,Marcus,Allen,DB,S,74,215,Penn State,1996-08-07,2018,Standard,5,148,PIT,24.1013004791239
2018,PIT,00-0034335,49263,AlleMa03,marcus-allen-allenma07,Marcus Allen,Marcus,Allen,DB,S,74,215,Penn State,1996-08-07,2018,Standard,5,148,PIT,22.0889801505818
2014,NO,00-0030640,9391,BallMa00,marcus-ball-ballma01,Marcus Ball,Marcus,Ball,DB,S,73,209,Memphis,1987-07-21,2013,Undrafted,NA,NA,NO,27.1321013004791
2020,WAS,00-0034169,47131,BaugMa02,marcus-baugh-baughma02,Marcus Baugh,Marcus,Baugh,TE,TE,76,245,Ohio State,1994-12-09,2018,Undrafted,NA,NA,LV,25.7631759069131
2017,CLE,00-0029942,8142,BurlMa00,marcus-burley-burlema01,Marcus Burley,Marcus,Burley,DB,CB,70,190,Delaware,1990-07-16,2013,Undrafted,NA,NA,JAX,27.1540041067762
2015,SEA,00-0029942,8142,BurlMa00,marcus-burley-burlema01,Marcus Burley,Marcus,Burley,DB,CB,71,185,Delaware,1990-07-16,2013,Undrafted,NA,NA,JAX,25.160848733744
2014,SEA,00-0029942,8142,BurlMa00,marcus-burley-burlema01,Marcus Burley,Marcus,Burley,DB,CB,70,185,Delaware,1990-07-16,2013,Undrafted,NA,NA,JAX,24.145106091718
2021,HOU,00-0028076,6290,CannMa00,marcus-cannon-cannoma02,Marcus Cannon,Marcus,Cannon,OL,T,78,335,Texas Christian,1988-05-06,2011,Standard,5,138,NE,33.3524982888433
2019,NE,00-0028076,6290,CannMa00,marcus-cannon-cannoma02,Marcus Cannon,Marcus,Cannon,OT,T,78,335,Texas Christian,1988-05-06,2011,Standard,5,138,NE,31.3401779603012
2018,NE,00-0028076,6290,CannMa00,marcus-cannon-cannoma02,Marcus Cannon,Marcus,Cannon,OT,T,78,335,Texas Christian,1988-05-06,2011,Standard,5,138,NE,30.3436002737851
2017,NE,00-0028076,6290,CannMa00,marcus-cannon-cannoma02,Marcus Cannon,Marcus,Cannon,OT,T,78,335,Texas Christian,1988-05-06,2011,Standard,5,138,NE,29.347022587269
2016,NE,00-0028076,6290,CannMa00,marcus-cannon-cannoma02,Marcus Cannon,Marcus,Cannon,OT,T,77,335,Texas Christian,1988-05-06,2011,Standard,5,138,NE,28.3504449007529
2015,NE,00-0028076,6290,CannMa00,marcus-cannon-cannoma02,Marcus Cannon,Marcus,Cannon,OT,T,77,335,Texas Christian,1988-05-06,2011,Standard,5,138,NE,27.3538672142368
2014,NE,00-0028076,6290,CannMa00,marcus-cannon-cannoma02,Marcus Cannon,Marcus,Cannon,G,T,77,335,Texas Christian,1988-05-06,2011,Standard,5,138,NE,26.3381245722108
2013,NE,00-0028076,6290,CannMa00,marcus-cannon-cannoma02,Marcus Cannon,Marcus,Cannon,T,T,77,335,Texas Christian,1988-05-06,2011,Standard,5,138,NE,25.3415468856947
2018,CHI,00-0030127,8035,CoopMa00,marcus-cooper-coopema04,Marcus Cooper,Marcus,Cooper,DB,CB,74,197,Rutgers,1990-02-01,2013,Standard,7,252,SF,28.6023271731691
2017,CHI,00-0030127,8035,CoopMa00,marcus-cooper-coopema04,Marcus Cooper,Marcus,Cooper,CB,CB,74,197,Rutgers,1990-02-01,2013,Standard,7,252,SF,27.605749486653
2016,ARI,00-0030127,8035,CoopMa00,marcus-cooper-coopema04,Marcus Cooper,Marcus,Cooper,CB,CB,74,192,Rutgers,1990-02-01,2013,Standard,7,252,SF,26.6091718001369
2015,KC,00-0030127,8035,CoopMa00,marcus-cooper-coopema04,Marcus Cooper,Marcus,Cooper,CB,CB,74,192,Rutgers,1990-02-01,2013,Standard,7,252,SF,25.6125941136208
2014,KC,00-0030127,8035,CoopMa00,marcus-cooper-coopema04,Marcus Cooper,Marcus,Cooper,CB,CB,74,192,Rutgers,1990-02-01,2013,Standard,7,252,SF,24.5968514715948
2016,SF,00-0030317,8525,CromMa01,marcus-cromartie-cromama01,Marcus Cromartie,Marcus,Cromartie,CB,S,72,195,Wisconsin,1990-12-03,2013,Undrafted,NA,NA,LAC,25.7741273100616
2021,NO,00-0034344,50291,DaveMa00,marcus-davenport-davenma01,Marcus Davenport,Marcus,Davenport,DE,ED,78,265,Texas-San Antonio,1996-09-04,2018,Standard,1,14,NO,25.0212183436003
2020,NO,00-0034344,50291,DaveMa00,marcus-davenport-davenma01,Marcus Davenport,Marcus,Davenport,DE,ED,78,265,Texas-San Antonio,1996-09-04,2018,Standard,1,14,NO,24.0246406570842
2019,NO,00-0034344,50291,DaveMa00,marcus-davenport-davenma01,Marcus Davenport,Marcus,Davenport,DE,ED,78,265,Texas-San Antonio,1996-09-04,2018,Standard,1,14,NO,23.0088980150582
2018,NO,00-0034344,50291,DaveMa00,marcus-davenport-davenma01,Marcus Davenport,Marcus,Davenport,DE,ED,78,265,Texas-San Antonio,1996-09-04,2018,Standard,1,14,NO,22.0123203285421
2013,BUF,00-0029038,7353,DowtMa00,marcus-dowtin-dowtima01,Marcus Dowtin,Marcus,Dowtin,LB,ED,74,226,North Alabama,1989-01-22,2012,Undrafted,NA,NA,NYJ,24.6269678302532
2015,BUF,00-0027708,5631,EaslMa00,marcus-easley-easlema01,Marcus Easley,Marcus,Easley,WR,WR,74,217,Connecticut,1987-11-02,2010,Standard,4,107,BUF,27.8631074606434
2014,BUF,00-0027708,5631,EaslMa00,marcus-easley-easlema01,Marcus Easley,Marcus,Easley,WR,WR,74,217,Connecticut,1987-11-02,2010,Standard,4,107,BUF,26.8473648186174
2013,BUF,00-0027708,5631,EaslMa00,marcus-easley-easlema01,Marcus Easley,Marcus,Easley,WR,WR,74,217,Connecticut,1987-11-02,2010,Standard,4,107,BUF,25.8507871321013
2021,PHI,00-0034993,51391,EppsMa00,marcus-epps-eppsma01,Marcus Epps,Marcus,Epps,DB,S,72,198,Wyoming,1996-01-27,2019,Standard,6,191,MIN,25.6262833675565
2020,PHI,00-0034993,51391,EppsMa00,marcus-epps-eppsma01,Marcus Epps,Marcus,Epps,SS,S,72,191,Wyoming,1996-01-27,2019,Standard,6,191,MIN,24.6297056810404
2019,MIN,00-0034993,51391,EppsMa00,marcus-epps-eppsma01,Marcus Epps,Marcus,Epps,SAF,S,72,198,Wyoming,1996-01-27,2019,Standard,6,191,MIN,23.6139630390144
2019,ARI,00-0028001,6215,GilbMa00,marcus-gilbert-gilbema02,Marcus Gilbert,Marcus,Gilbert,OT,T,78,330,Florida,1988-02-15,2011,Standard,2,63,PIT,31.5619438740589
2018,PIT,00-0028001,6215,GilbMa00,marcus-gilbert-gilbema02,Marcus Gilbert,Marcus,Gilbert,OT,T,78,330,Florida,1988-02-15,2011,Standard,2,63,PIT,30.5653661875428
2017,PIT,00-0028001,6215,GilbMa00,marcus-gilbert-gilbema02,Marcus Gilbert,Marcus,Gilbert,OT,T,78,330,Florida,1988-02-15,2011,Standard,2,63,PIT,29.5687885010267
2016,PIT,00-0028001,6215,GilbMa00,marcus-gilbert-gilbema02,Marcus Gilbert,Marcus,Gilbert,T,T,78,330,Florida,1988-02-15,2011,Standard,2,63,PIT,28.5722108145106
2015,PIT,00-0028001,6215,GilbMa00,marcus-gilbert-gilbema02,Marcus Gilbert,Marcus,Gilbert,T,T,78,330,Florida,1988-02-15,2011,Standard,2,63,PIT,27.5756331279945
2014,PIT,00-0028001,6215,GilbMa00,marcus-gilbert-gilbema02,Marcus Gilbert,Marcus,Gilbert,T,T,78,330,Florida,1988-02-15,2011,Standard,2,63,PIT,26.5598904859685
2013,PIT,00-0028001,6215,GilbMa00,marcus-gilbert-gilbema02,Marcus Gilbert,Marcus,Gilbert,T,T,78,330,Florida,1988-02-15,2011,Standard,2,63,PIT,25.5633127994524
2018,LV,00-0027988,6202,GilcMa00,marcus-gilchrist-gilchma01,Marcus Gilchrist,Marcus,Gilchrist,SS,S,70,200,Clemson,1988-12-08,2011,Standard,2,50,LAC,29.7522245037645
2017,HOU,00-0027988,6202,GilcMa00,marcus-gilchrist-gilchma01,Marcus Gilchrist,Marcus,Gilchrist,SS,S,70,198,Clemson,1988-12-08,2011,Standard,2,50,LAC,28.7556468172485
2016,NYJ,00-0027988,6202,GilcMa00,marcus-gilchrist-gilchma01,Marcus Gilchrist,Marcus,Gilchrist,FS,S,70,198,Clemson,1988-12-08,2011,Standard,2,50,LAC,27.7590691307324
2015,NYJ,00-0027988,6202,GilcMa00,marcus-gilchrist-gilchma01,Marcus Gilchrist,Marcus,Gilchrist,FS,S,70,198,Clemson,1988-12-08,2011,Standard,2,50,LAC,26.7624914442163
2014,LAC,00-0027988,6202,GilcMa00,marcus-gilchrist-gilchma01,Marcus Gilchrist,Marcus,Gilchrist,SS,S,70,198,Clemson,1988-12-08,2011,Standard,2,50,LAC,25.7467488021903
2013,LAC,00-0027988,6202,GilcMa00,marcus-gilchrist-gilchma01,Marcus Gilchrist,Marcus,Gilchrist,SS,S,70,198,Clemson,1988-12-08,2011,Standard,2,50,LAC,24.7501711156742
2015,CIN,00-0032169,9568,HardMa00,marcus-hardison-hardima02,Marcus Hardison,Marcus,Hardison,DT,DI,75,315,Arizona State,1992-02-14,2015,Standard,4,135,CIN,23.5783709787817
2021,TEN,00-0032980,11074,JohnMa07,marcus-johnson-johnsma19,Marcus Johnson,Marcus,Johnson,WR,WR,73,207,Texas,1994-08-05,2016,Undrafted,NA,NA,PHI,27.1047227926078
2018,IND,00-0032980,11074,JohnMa07,marcus-johnson-johnsma19,Marcus Johnson,Marcus,Johnson,WR,WR,73,204,Texas,1994-08-05,2016,Undrafted,NA,NA,PHI,24.0958247775496
2017,PHI,00-0032980,11074,JohnMa07,marcus-johnson-johnsma19,Marcus Johnson,Marcus,Johnson,WR,WR,73,204,Texas,1994-08-05,2016,Undrafted,NA,NA,PHI,23.0992470910335
2020,KC,00-0033481,12137,KempMa00,marcus-kemp-kempma01,Marcus Kemp,Marcus,Kemp,WR,WR,76,210,Hawaii,1995-08-14,2017,Undrafted,NA,NA,KC,25.0841889117043
2018,KC,00-0033481,12137,KempMa00,marcus-kemp-kempma01,Marcus Kemp,Marcus,Kemp,WR,WR,76,210,Hawaii,1995-08-14,2017,Undrafted,NA,NA,KC,23.0718685831622
2021,LV,00-0032268,9435,MariMa01,marcus-mariota-marioma01,Marcus Mariota,Marcus,Mariota,QB,QB,76,222,Oregon,1993-10-30,2015,Standard,1,2,TEN,27.8685831622177
2020,LV,00-0032268,9435,MariMa01,marcus-mariota-marioma01,Marcus Mariota,Marcus,Mariota,QB,QB,76,222,Oregon,1993-10-30,2015,Standard,1,2,TEN,26.8720054757016
2019,TEN,00-0032268,9435,MariMa01,marcus-mariota-marioma01,Marcus Mariota,Marcus,Mariota,QB,QB,76,222,Oregon,1993-10-30,2015,Standard,1,2,TEN,25.8562628336756
2018,TEN,00-0032268,9435,MariMa01,marcus-mariota-marioma01,Marcus Mariota,Marcus,Mariota,QB,QB,76,222,Oregon,1993-10-30,2015,Standard,1,2,TEN,24.8596851471595
2017,TEN,00-0032268,9435,MariMa01,marcus-mariota-marioma01,Marcus Mariota,Marcus,Mariota,QB,QB,76,222,Oregon,1993-10-30,2015,Standard,1,2,TEN,23.8631074606434
2016,TEN,00-0032268,9435,MariMa01,marcus-mariota-marioma01,Marcus Mariota,Marcus,Mariota,QB,QB,76,222,Oregon,1993-10-30,2015,Standard,1,2,TEN,22.8665297741273
2015,TEN,00-0032268,9435,MariMa01,marcus-mariota-marioma01,Marcus Mariota,Marcus,Mariota,QB,QB,76,222,Oregon,1993-10-30,2015,Standard,1,2,TEN,21.8699520876112
2017,CLE,00-0031337,8705,MartMa01,marcus-martin-martima04,Marcus Martin,Marcus,Martin,C,G,75,310,Southern California,1993-11-29,2014,Standard,3,70,SF,23.7809719370294
2016,SF,00-0031337,8705,MartMa01,marcus-martin-martima04,Marcus Martin,Marcus,Martin,C,C,75,321,Southern California,1993-11-29,2014,Standard,3,70,SF,22.7843942505133
2015,SF,00-0031337,8705,MartMa01,marcus-martin-martima04,Marcus Martin,Marcus,Martin,C,C,75,321,Southern California,1993-11-29,2014,Standard,3,70,SF,21.7878165639973
2014,SF,00-0031337,8705,MartMa01,marcus-martin-martima04,Marcus Martin,Marcus,Martin,C,C,75,321,Southern California,1993-11-29,2014,Standard,3,70,SF,20.7720739219713
2021,NYJ,00-0033892,11794,MayeMa00,marcus-maye-mayema02,Marcus Maye,Marcus,Maye,DB,S,72,207,Florida,1993-03-09,2017,Standard,2,39,NYJ,28.5119780971937
2020,NYJ,00-0033892,11794,MayeMa00,marcus-maye-mayema02,Marcus Maye,Marcus,Maye,DB,S,72,207,Florida,1993-03-09,2017,Standard,2,39,NYJ,27.5154004106776
2019,NYJ,00-0033892,11794,MayeMa00,marcus-maye-mayema02,Marcus Maye,Marcus,Maye,FS,S,72,207,Florida,1993-03-09,2017,Standard,2,39,NYJ,26.4996577686516
2018,NYJ,00-0033892,11794,MayeMa00,marcus-maye-mayema02,Marcus Maye,Marcus,Maye,FS,S,72,207,Florida,1993-03-09,2017,Standard,2,39,NYJ,25.5030800821355
2017,NYJ,00-0033892,11794,MayeMa00,marcus-maye-mayema02,Marcus Maye,Marcus,Maye,FS,S,71,207,Florida,1993-03-09,2017,Standard,2,39,NYJ,24.5065023956194
2018,BUF,00-0031959,9663,MurpMa03,marcus-murphy-murphma06,Marcus Murphy,Marcus,Murphy,RB,HB,69,195,Missouri,1991-10-03,2015,Standard,7,230,NO,26.9349760438056
2017,NYJ,00-0031959,9663,MurpMa03,marcus-murphy-murphma06,Marcus Murphy,Marcus,Murphy,RB,HB,69,195,Missouri,1991-10-03,2015,Standard,7,230,NO,25.9383983572895
2016,NO,00-0031959,9663,MurpMa03,marcus-murphy-murphma06,Marcus Murphy,Marcus,Murphy,RB,HB,69,195,Missouri,1991-10-03,2015,Standard,7,230,NO,24.9418206707734
2015,NO,00-0031959,9663,MurpMa03,marcus-murphy-murphma06,Marcus Murphy,Marcus,Murphy,RB,HB,69,195,Missouri,1991-10-03,2015,Standard,7,230,NO,23.9452429842574
2021,BAL,00-0032165,9451,PeteMa00,marcus-peters-peterma02,Marcus Peters,Marcus,Peters,CB,CB,72,197,Washington,1993-01-09,2015,Standard,1,18,KC,28.6735112936345
2020,BAL,00-0032165,9451,PeteMa00,marcus-peters-peterma02,Marcus Peters,Marcus,Peters,CB,CB,72,197,Washington,1993-01-09,2015,Standard,1,18,KC,27.6769336071184
2019,LA,00-0032165,9451,PeteMa00,marcus-peters-peterma02,Marcus Peters,Marcus,Peters,CB,CB,72,195,Washington,1993-01-09,2015,Standard,1,18,KC,26.6611909650924
2018,LA,00-0032165,9451,PeteMa00,marcus-peters-peterma02,Marcus Peters,Marcus,Peters,CB,CB,72,195,Washington,1993-01-09,2015,Standard,1,18,KC,25.6646132785763
2017,KC,00-0032165,9451,PeteMa00,marcus-peters-peterma02,Marcus Peters,Marcus,Peters,CB,CB,72,197,Washington,1993-01-09,2015,Standard,1,18,KC,24.6680355920602
2016,KC,00-0032165,9451,PeteMa00,marcus-peters-peterma02,Marcus Peters,Marcus,Peters,CB,CB,72,197,Washington,1993-01-09,2015,Standard,1,18,KC,23.6714579055441
2015,KC,00-0032165,9451,PeteMa00,marcus-peters-peterma02,Marcus Peters,Marcus,Peters,CB,CB,72,197,Washington,1993-01-09,2015,Standard,1,18,KC,22.6748802190281
2015,LA,00-0030982,9241,RobeMa00,marcus-roberson-roberma04,Marcus Roberson,Marcus,Roberson,CB,CB,72,191,Florida,1992-10-04,2014,Undrafted,NA,NA,LA,22.9404517453799
2014,LA,00-0030982,9241,RobeMa00,marcus-roberson-roberma04,Marcus Roberson,Marcus,Roberson,CB,CB,72,191,Florida,1992-10-04,2014,Undrafted,NA,NA,LA,21.9247091033539
2018,MIN,00-0027547,6017,SherMa20,marcus-sherels-sherema01,Marcus Sherels,Marcus,Sherels,DB,CB,70,175,Minnesota,1987-09-30,2010,Undrafted,NA,NA,MIN,30.943189596167
2017,MIN,00-0027547,6017,SherMa20,marcus-sherels-sherema01,Marcus Sherels,Marcus,Sherels,CB,CB,70,175,Minnesota,1987-09-30,2010,Undrafted,NA,NA,MIN,29.9466119096509
2016,MIN,00-0027547,6017,SherMa20,marcus-sherels-sherema01,Marcus Sherels,Marcus,Sherels,CB,CB,70,175,Minnesota,1987-09-30,2010,Undrafted,NA,NA,MIN,28.9500342231348
2015,MIN,00-0027547,6017,SherMa20,marcus-sherels-sherema01,Marcus Sherels,Marcus,Sherels,CB,CB,70,175,Minnesota,1987-09-30,2010,Undrafted,NA,NA,MIN,27.9534565366188
2014,MIN,00-0027547,6017,SherMa20,marcus-sherels-sherema01,Marcus Sherels,Marcus,Sherels,CB,CB,70,175,Minnesota,1987-09-30,2010,Undrafted,NA,NA,MIN,26.9377138945927
2013,MIN,00-0027547,6017,SherMa20,marcus-sherels-sherema01,Marcus Sherels,Marcus,Sherels,CB,CB,70,175,Minnesota,1987-09-30,2010,Undrafted,NA,NA,MIN,25.9411362080767
